book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,original_title,language_code,average_rating,ratings_count
4957,18527947,18527947,26233574,49,425259862,Nora Roberts,2014,Shadow Spell,en-US,4,17155
4958,10909804,10909804,10270290,33,1592406521,Simon Garfield,2010,Just My Type: A Book About Fonts,en-US,3.79,22046
4959,3492020,3492020,3533617,46,399155481,J.D. Robb,2009,Promises in Death,eng,4.4,24115
4960,23534,23534,2640266,30,876853629,Charles Bukowski,1977,"Love Is a Dog from Hell: Poems, 1974-1977",eng,4.16,19471
4961,19161852,19161852,26115977,20,316229296,N.K. Jemisin,2015,The Fifth Season,eng,4.31,20185
4962,13568322,29908754,19146744,4,1846247195,R.D. Ronald,2012,,eng,3.61,14302
4963,67931,67931,1663237,64,552150215,John Katzenbach,2002,The Analyst,eng,4.12,11685
4964,2113260,2113260,2118671,35,670019631,Jasper Fforde,2009,Shades of Grey,eng,4.14,22788
4965,33569,33569,3200846,43,140389660,S.E. Hinton,1971,"That Was Then, This Is Now",en-US,3.89,22946
4966,6164358,6164358,6343668,37,307582396,"Trenton Lee Stewart, Del Roy",2009,The Mysterious Benedict Society and the Prisoner's Dilemma,,4.28,23448
4967,10149142,10149142,15047462,32,61579033,Kevin    Wilson,2011,The Family Fang,en-US,3.6,18214
4968,10907,10907,521767,26,60744871,Chris Gardner,2006,The Pursuit of Happyness,,4.17,18492
4969,7147831,7147831,7412679,93,,Karl Ove Knausgård,2009,Min kamp 1,nor,4.08,7886
4970,8517008,8517008,8586372,48,385342322,Alan Bradley,2011,A Red Herring Without Mustard,eng,4.07,26160
4971,18728,18728,963376,18,684804484,Doris Kearns Goodwin,1994,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,eng,4.2,26004
4972,414298,414298,3182399,28,375701907,Richard Russo,1997,Straight Man,eng,4.02,19358
4973,10739,10739,1209450,54,375701966,Walker Percy,1961,The Moviegoer,en-CA,3.7,18655
4974,87346,87346,1616484,240,413774031,"Anton Chekhov, Tom    Murphy",1904,Вишнëвый сад,eng,3.68,18914
4975,4835838,4835838,4901046,18,545052394,Wendy Mass,2009,11 Birthdays,eng,4.18,22339
4976,7329,7329,2961645,122,026110215X,"J.R.R. Tolkien, Christopher Tolkien",1980,Unfinished Tales of Númenor and Middle-Earth,,3.93,18402
4977,9461872,9461872,14346762,27,385521227,Ann Brashares,2011,Sisterhood Everlasting,eng,3.9,25849
4978,349090,349090,1260676,19,451452011,Grant Naylor,1989,Infinity Welcomes Careful Drivers,eng,4.03,19773
4979,33459,33459,813988,23,60735430,Christopher Moore,1994,Coyote Blue,en-US,3.75,19901
4980,2501455,2501455,2508820,9,,"أحلام مستغانمي, Ahlam Mosteghanemi",1997,فوضى الحواس,ara,3.83,16337
4981,87665,87665,1807543,430,160096527X,G.K. Chesterton,1908,Orthodoxy,eng,4.23,18303
4982,426625,426625,1167774,29,60542098,"Jane O'Connor, Robin Preiss Glasser",2005,Fancy Nancy,,4.15,21619
4983,3692,3692,3266950,100,99478420,Graham Greene,1948,The Heart of the Matter,eng,3.98,19149
4984,21535019,21535019,40863995,65,141971189X,Jeff Kinney,2014,The Long Haul ,eng,4.33,21822
4985,169871,169871,1045176,25,152046917,"Patricia C. Wrede, Peter de Sève",1985,,en-US,4.19,27948
4986,2029176,2029176,3131078,51,316018708,"James Patterson, Howard Roughan",2008,Sail,eng,3.8,20932
4987,23301545,23301545,41358233,36,1408859645,"Neil Gaiman, Chris Riddell",2014,The Sleeper and the Spindle,eng,3.9,20889
4988,18114142,18114142,25441372,12,045141991X,Susan Meissner,2014,,,4.04,17015
4989,18750,18750,1020574,50,452281431,"A.N. Roquelaure, Anne Rice",1984,Beauty's Punishment,en-US,3.62,20867
4990,285011,285011,276514,23,1414310560,Dee Henderson,2000,The Negotiator,eng,4.32,20278
4991,13041934,13041934,18206031,7,143417231,Ravinder Singh,2011,Can Love Happen Twice?,eng,3.31,15668
4992,3124249,3124249,3155594,33,60548924,"Gregory Maguire, Douglas Smith",2008,A Lion Among Men,en-US,3.29,21794
4993,43908,43908,1175877,41,380720868,Raymond E. Feist,1994,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",eng,4.02,20847
4994,11466,11466,1559134,37,802136680,Tobias Wolff,1989,This Boy's Life: A Memoir,eng,3.98,19981
4995,3993839,3993839,4039913,30,312382855,Jonathan Maberry,2009,Patient Zero,en-US,3.98,19852
4996,545951,545951,1457974,107,679728899,Willa Cather,1927,Death Comes for the Archbishop,eng,3.88,21343
4997,7942786,7942786,6527880,16,1841497967,Patricia Briggs,2012,,en-US,4.34,28322
4998,17312201,17312201,23976459,16,1423194551,Rick Riordan,2013,The Son of Sobek,eng,4.26,21691
4999,52823,52823,2115103,310,1854596373,"Molière, Martin Sorrell",1664,"Le Tartuffe, ou L’Imposteur",eng,3.66,21061
5000,4701550,4701550,4765865,24,446401056,Larissa Ione,2009,Passion Unleashed,eng,4.32,28493
5001,1896346,1896346,1897914,9,1421514818,Kazune Kawahara,2004,高校デビュー 1,en-GB,4.11,21210
5002,10400407,10400407,18324025,4,9953716889,أثير عبدالله النشمي,2011,في ديسمبر تنتهي كل الأحلام,ara,3.33,16479
5003,386234,386234,375913,8,030711838X,Mercer Mayer,1975,Just for You,eng,4.25,22965
5004,294047,294047,2492953,46,60002492,James Rollins,2002,Amazonia,eng,4.11,20410
5005,46674,46674,1892311,42,380810336,David D. Burns,1980, Feeling Good: The New Mood Therapy,en-US,3.95,17065
5006,114184,114184,1553106,80,515141399,Nora Roberts,2005,Blue Smoke,eng,3.97,24366
5007,6528,6528,947822,74,425210278,Patricia Cornwell,2005,Predator,en-US,3.67,21668
5008,720298,720298,706540,40,894864025,Melody Beattie,1986,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,,4.13,18340
5009,254308,254308,1192093,288,1933480092,"Ivan Goncharov, Stephen Pearl, Galya Diment",1859,Обломов,eng,4,18458
5010,198332,198332,191850,70,743426800,Clive Cussler,1994,Inca Gold,eng,3.96,20297
5011,18167006,18167006,25533215,27,1400069629,Ruth Reichl,2014,Delicious!,eng,3.75,17657
5012,6496815,6496815,6688299,39,446504122,"Po Bronson, Ashley Merryman",2008,NurtureShock: New Thinking About Children,en-US,4.04,17310
5013,1849,1849,2834249,59,044657967X,Nelson DeMille,2006,Wild Fire,en-US,3.99,18529
5014,154423,154423,1612722,73,743497295,Mary Higgins Clark,2006,Two Little Girls in Blue,en-US,3.85,20727
5015,589979,589979,2960453,36,055327211X,"Raymond E. Feist, Janny Wurts",1987,Daughter of the Empire,eng,4.24,24055
5016,688191,688191,674547,35,689872372,Neal Shusterman,2006,Everlost,eng,3.94,24506
5017,8534799,8534799,13402106,23,1439136807,Kresley Cole,2011,Dreams of a Dark Warrior,en-US,4.39,28315
5018,7824997,7824997,10872266,63,142428698,"John Grisham, Richard Thomas",2010,"Theodore Boone, Kid Lawyer",eng,3.72,19284
5019,34072,34072,1315,17,224063979,Chris Ware,2000,Jimmy Corrigan: The Smartest Kid on Earth,,4.1,17128
5020,39980,39980,39678,30,142300705,Richard Peck,2000,A Year Down Yonder,eng,4.1,23310
5021,16163690,16163690,22006731,10,,Kristen Ashley,2013,Own the Wind,eng,4.22,38673
5022,4516,4516,1882717,106,8423648990,Carlos Ruiz Zafón,1999,Marina,spa,3.99,18260
5023,7135858,7135858,7399114,46,1594487588,Ann Brashares,2010,,eng,3.7,23498
5024,15054,15054,809754,37,679744479,Jeanette Winterson,1992,Written on the Body,en-US,4.08,18203
5025,7849341,7849341,10966836,42,1450595987,Colleen Houck,2011,Tiger's Voyage,eng,4.35,24495
5026,605015,605015,591569,33,7203116,Dean Koontz,2009,Dean Koontz's Frankenstein: Dead and Alive,eng,4.01,18310
5027,4591,4591,1987129,44,60894083,Matt Ridley,1999,Genome: The Autobiography of a Species in 23 Chapters,en-US,4.02,17684
5028,53580,53580,52255,15,671449028,Sandra Boynton,1982,The Going-To-Bed Book,en-US,4.22,21078
5029,112675,112675,108493,45,64473627,Louise Rennison,2001,Knocked out by my nunga-nungas,en-US,3.97,24077
5030,27526,27526,1008407,34,842332294,"Tim LaHaye, Jerry B. Jenkins",2001,The Sacrilege: The Antichrist Takes the Throne,en-US,4,19562
5031,18114068,18114068,25441299,31,1594204993,Phil Klay,2014,Redeployment,eng,3.98,15597
5032,6512140,6512140,4733312,20,385733976,Libba Bray,2009,Going Bovine,eng,3.65,26259
5033,25807,25807,808562,115,752861743,James M. Cain,1934,The Postman Always Rings Twice ,eng,3.81,19416
5034,6555517,6555517,6549320,36,385736843,Carrie Ryan,2010,The Dead-Tossed Waves ,en-US,3.91,26347
5035,9530,9530,1267146,33,965925072,Robert Kurson,2004,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,eng,4.26,16917
5036,8293938,8293938,13142485,30,385907508,Clare Vanderpool,2010,Moon Over Manifest,eng,4.02,23298
5037,77103,77103,74541,58,375758771,Amitav Ghosh,2000,The Glass Palace,eng,3.94,16535
5038,10710392,10710392,15620818,3,1595144358,"Jessica Anthony, Rodrigo Corral",2012,,eng,3.72,18375
5039,21853628,21853628,41125525,17,125001011X,Lisa Scottoline,2015,,en-CA,3.72,16765
5040,16279856,16279856,22380916,46,385741391,James Dashner,2013,The Eye of Minds,eng,3.85,22637
5041,140278,140278,6490729,233,1579126936,Agatha Christie,1957,4.50 From Paddington,eng,3.92,23416
5042,74036,74036,1961195,66,749934123,J.D. Robb,1997,Ceremony in Death,eng,4.26,25093
5043,18373214,18373214,2220355,104,345807154,"Jo Nesbø, Don Bartlett",1998,Kakerlakkene,eng,3.71,14717
5044,140078,140078,3159799,41,425212033,Charlaine Harris,2006,Grave Surprise,en-US,3.88,27905
5045,3304,3304,1266827,93,60535032,"Isabel Allende, Margaret Sayers Peden",2002,La ciudad de las bestias,eng,3.69,15497
5046,2364284,2364284,14413597,42,9770915343,"Naguib Mahfouz, نجيب محفوظ",1959,أولاد حارتنا,ara,4.1,14860
5047,68497,68497,731674,46,345460014,China Miéville,2002,The Scar,eng,4.15,20745
5048,23225,23225,3239545,45,60751649,Meg Cabot,2003,Haunted,eng,4.15,29460
5049,28553,28553,1592020,45,689860064,Anne McCaffrey,1979,"Dragondrums (Pern: Harper Hall, #3)",eng,4.04,25473
5050,9545064,9545064,13472700,34,446574465,Rachel Simon,2011,The Story of Beautiful Girl,,3.92,19655
5051,18646,18646,2351782,60,140280553,Dava Sobel,1999,Galileo's Daughter,en-US,3.74,21260
5052,42692,42692,1437605,42,553241605,Leon Uris,1961,Mila 18,eng,4.27,19323
5053,11391817,11391817,16323867,4,545176867,Allen Say,2011,,eng,3.81,21137
5054,1330324,1330324,1319808,75,071956896X,Amitav Ghosh,2008,Sea of Poppies,eng,3.93,15499
5055,99245,99245,858297,47,553290991,"Isaac Asimov, Robert Silverberg",1970,Nightfall,eng,4.01,21683
5056,18005,18005,1878218,18,152018484,"Melinda Long, David Shannon",2003,How I Became a Pirate,eng,4.07,21554
5057,99208,99208,2803318,39,61129763,Edward Abbey,1975,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",en-US,4.08,15513
5058,6323821,6323821,6259580,61,1400063841,John Irving,2009,Last Night in Twisted River,eng,3.74,18441
5059,10115852,10115852,15013397,24,006204964X,Rob Bell,2011,Love wins,eng,3.54,17668
5060,9376345,9376345,13673332,23,451233182,Rachel Caine,2011,Bite Club,eng,4.23,25064
5061,78970,78970,520878,53,312933541,Jeffrey Archer,1985,A Matter of Honor,,3.9,16502
5062,469901,469901,487629,47,743482883,Linda Howard,2000,Mr. Perfect,eng,4.07,24753
5063,16093188,16093188,21899204,37,,M. Leighton,2013,Up to Me,eng,4.12,30597
5064,16124019,16124019,21940541,12,,Mira Lyn Kelly,2012,Waking Up Married,en-US,3.53,23812
5065,1225261,1225261,2906898,75,055380555X,Linwood Barclay,2007,No Time for Goodbye,eng,4,17413
5066,207802,207802,2156005,24,60730269,Katherine Hannigan,2004,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",eng,3.86,20551
5067,4703450,4703450,4767778,33,7273746,Robin Hobb,2009,The Dragon Keeper,eng,3.93,19620
5068,210404,210404,321811,74,195007778,Aldo Leopold,1949,A Sand County Almanac,,4.24,16792
5069,895886,895886,1065795,93,805072063,"Eric Knight, Marguerite Kirmse",1940,Lassie Come-Home,,4.16,19100
5070,178788,178788,544922,55,1932100660,"T. Colin Campbell, Thomas M. Campbell II",2001,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted and the Startling Implications for Diet, Weight Loss and Long-term Health",en-GB,4.21,16485
5071,1013383,1013383,999507,41,333710932,"Julia Donaldson, Axel Scheffler",1999,The Gruffalo,eng,4.47,19609
5072,359,359,809325,55,345455290,Douglas Adams,2002,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,eng,3.92,20177
5073,250024,250024,925052,96,1857987632,Arthur C. Clarke,1956,The City and the Stars,eng,4.08,19032
5074,18667307,18667307,26492586,27,2723495612,"Sui Ishida, 石田 スイ",2012,東京喰種トーキョーグール 1,fre,4.43,43490
5075,352262,352262,1484561,89,316737372,Cressida Cowell,2003,How to train your dragon,en-US,3.85,23042
5076,6753,6753,1221616,53,034911188X,David Foster Wallace,1999,Brief Interviews with Hideous Men,eng,3.88,15555
5077,170619,170619,1493482,71,1416516727,Mary Higgins Clark,1992,All Around the Town,,3.94,20029
5078,4758093,4758093,4822885,30,61767581,Lauren Conrad,2009,L.A. Candy,en-US,3.36,21910
5079,6618272,6618272,6812394,47,1440154236,Kiera Cass,2009,The Siren,eng,3.78,21740
5080,43993,43993,5951642,48,340686030,Greg Iles,1999,The Quiet Game,eng,4.17,16853
5081,22680,22680,1704815,16,679764410,Joseph J. Ellis,1996,American Sphinx: The Character of Thomas Jefferson,eng,3.9,17375
5082,11777020,11777020,3609998,101,307948684,"Jo Nesbø, Don Bartlett",2008,Hodejegerne,eng,3.78,16509
5083,93793,93793,1366575,56,399153357,Daniel Silva,2006,The Messenger,eng,4.18,16974
5084,243598,243598,2287950,70,141023422,Paul Bowles,1949,The Sheltering Sky,eng,3.92,16494
5085,22910900,22910900,42475450,40,1406331163,Patrick Ness,2015,The Rest of Us Just Live Here,eng,3.76,23412
5086,1933181,1933181,1935630,34,345495357,Alison Weir,2008,The Lady Elizabeth,eng,3.97,20345
5087,16131193,16131193,21956738,21,1455503258,Lily Koppel,2013,The Astronaut Wives Club,eng,3.26,17837
5088,184419,184419,195447,548,375757910,"G.K. Chesterton, Jonathan Lethem",1908,The Man Who Was Thursday - A Nightmare,eng,3.85,17481
5089,764903,764903,1925199,82,006008460X,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948,Cheaper by the Dozen,eng,3.99,26266
5090,2198274,2198274,2204022,53,446581194,"Douglas Preston, Mario Spezi",2008,The Monster of Florence: A True Story,en-US,3.72,21548
5091,112525,112525,1693257,44,031605755X,Daniel Woodrell,2006,Winter's Bone,eng,3.92,18306
5092,30243,30243,3341458,40,553816322,Laurell K. Hamilton,2004,"Seduced by Moonlighty (Merry Gentry, #3)",eng,4.05,26388
5093,1297150,1297150,3186921,61,60888644,Bernard Cornwell,2007,Sword Song,en-US,4.28,17106
5094,1734639,1734639,1732127,19,61251348,Jessica Seinfeld,2007,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,en-US,3.39,17837
5095,228534,228534,221326,59,316780375,Anita Shreve,1997,The Weight of Water,eng,3.62,21394
5096,16062210,16062210,21850431,10,1301786454,Katie Ashley,2013,Music of the Heart,eng,4,32013
5097,41951,41951,3154658,59,451203771,Maeve Binchy,2000,The Scarlet Feather,eng,3.93,20948
5098,16070018,16070018,21863110,12,988489112,Aleatha Romig,2012,,eng,4.38,25472
5099,34503,34503,1371210,26,60507772,"Terry Pratchett, Paul Kidby",2001,The Last Hero,eng,4.15,22537
5100,83539,83539,82472,52,553275720,Isaac Asimov,1966,Fantastic Voyage,,3.89,20415
5101,11472,11472,888905,33,312243359,Philip Gourevitch,1998,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,en-US,4.3,18716
5102,12611073,12611073,17626535,11,161638610X,Jonathan Cahn,2011,,,3.93,15063
5103,16248078,16248078,22590226,43,62073168,Daniel Silva,2013,The English Girl,eng,4.08,15292
5104,8296140,8296140,13144758,18,1400068169,Susan Vreeland,2010,Clara and Mr. Tiffany,,3.71,23459
5105,18295852,18295852,24813023,31,316254770,Jennifer E. Smith,2014,The Geography of You and Me,eng,3.68,22368
5106,7991200,7991200,12469574,46,1409521966,L.A. Weatherly,2010,Angel ,eng,3.89,22262
5107,11254850,11254850,16181497,23,1416997946,Brandon Mull,2012,"Seeds of Rebellion (Beyonders, #2)",eng,4.25,20291
5108,82751,82751,1429851,29,440228654,Adeline Yen Mah,1999,Chinese Cinderella: The True Story of an Unwanted Daughter,en-US,4.04,21410
5109,14785,14785,1652157,39,425182878,John Sandford,2001,Chosen Prey,en-US,4.23,20176
5110,8320534,8320534,13169953,1,785139877,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",2010,,,4.43,18430
5111,31140847,31140847,50572087,16,,Vi Keeland,2016,,eng,4.25,24354
5112,2880715,2880715,2906930,28,451225007,J.R. Ward,2008,The Black Dagger Brotherhood: An Insider's Guide,eng,4.32,26144
5113,6120349,6120349,6298472,18,1600104835,"Joe Hill, Gabriel Rodríguez",2009,Head Games ,eng,4.36,22505
5114,91247,91247,708860,48,192751034,"Beverly Cleary, Alan Tiegreen",1984,Ramona and Her Father,eng,4.02,22181
5115,49596,49596,2146310,647,1600963943,Agatha Christie,1922,The Secret Adversary,eng,3.82,20457
5116,53413,53413,1794732,191,394752848,"Julio Cortázar, Gregory Rabassa",1963,Rayuela,eng,4.25,10309
5117,9635495,9635495,14522855,53,345528204,Karin Slaughter,2011,Fallen,eng,4.23,19777
5118,25689074,25689074,45517469,17,1250091845,Marissa Meyer,2016,Stars Above,eng,4.27,29333
5119,1207904,1207904,3219177,40,038551851X,Eric Clapton,2007,Clapton: The Autobiography,en-US,3.81,16369
5120,647,647,621375,73,312421435,Naomi Klein,1999,No Logo,en-US,3.86,18792
5121,43927,43927,14596877,80,451210557,Harlan Coben,2003,No Second Chance,eng,4.05,18799
5122,7748,7748,273425,22,446698229,Hunter S. Thompson,1973,Fear and Loathing on the Campaign Trail '72,en-US,4.1,15306
5123,764434,764434,869390,75,743219600,P.D. James,1971,Shroud for a Nightingale,eng,4.04,18044
5124,21853633,21853633,41125528,23,1250019834,Sarah Addison Allen,2015,First Frost,eng,3.95,20936
5125,223380,223380,216334,60,330426648,Ted Chiang,2002,Stories of Your Life and Others ,eng,4.27,16252
5126,53926,53926,2674629,130,9707704667,Mario Vargas Llosa,2006,Travesuras de la niña mala,spa,4.04,11707
5127,6449290,6449290,6639392,17,1565126807,Heidi W. Durrow,2010,The Girl Who Fell From the Sky,en-US,3.6,19139
5128,4031,4031,1374605,59,375727272,Bret Easton Ellis,2005,Lunar Park,,3.6,16431
5129,32523,32523,1108519,53,553804324,Lisa Gardner,2007,"Hide (Detective D.D. Warren, #2) ",eng,4.14,21892
5130,969177,969177,2523438,3,9832672368,Habiburrahman El-Shirazy,2004,Ayat-ayat Cinta,ind,3.81,12345
5131,29519514,29519514,49812102,18,1682305031,Erin Watt,2016,Broken prince,eng,4.11,21901
5132,16054811,16054811,21507847,84,385349831,"Paulo Coelho, Margaret Jull Costa",2012,Manuscrito encontrado em Accra,en-US,3.8,14318
5133,9296438,9296438,14179025,27,031238078X,Lisa Scottoline,2011,Save Me,,3.63,20168
5134,52640,52640,942564,54,7117140,Clive Barker,1987,Weaveworld,eng,4.13,19251
5135,170650,170650,1470547,75,671758896,Mary Higgins Clark,1991,"Loves Music, Loves to Dance",eng,3.89,21880
5136,215542,215542,524457,30,689869126,D.J. MacHale,2005,The Rivers of Zadaa,eng,4.19,20264
5137,11227040,11227040,16152935,17,,Kristen Ashley,2011,Sweet Dreams,en-GB,4.42,34766
5138,133486,133486,2453716,52,345438310,Robert K. Massie,1967,Nicholas and Alexandra,eng,4.25,17709
5139,12275680,12275680,17251309,25,345527771,Janet Evanovich,2012,Wicked Business,eng,3.76,24162
5140,16054808,16054808,21839952,31,037587089X,Chris Grabenstein,2013,Escape from Mr. Lemoncello's Library,eng,4.13,21376
5141,17208,17208,1415529,41,345414004,Robert A. Heinlein,1982,Friday,eng,3.82,21388
5142,6926176,6926176,7155865,25,1414318634,Francine Rivers,2010,"Her Mother's Hope (Marta's Legacy, #1)",en-US,4.28,18257
5143,97860,97860,3036058,20,395870828,David Wiesner,1991,Tuesday,,4.17,21366
5144,19707,19707,5054714,64,399148701,Tom Clancy,2002,Red Rabbit,eng,3.64,19287
5145,13986,13986,834071,26,886773784,Mercedes Lackey,1987,Arrows of the Queen (Heralds of Valdemar #1),en-US,4.16,26844
5146,424,424,1844,34,374521727,Joan Didion,1968,Slouching Towards Bethlehem: Essays,,4.24,17787
5147,43917,43917,1844901,37,6497012,Raymond E. Feist,1995,Rise of a Merchant Prince,,4.02,20661
5148,7285498,7285498,8520753,12,62002325,Courtney Allison Moulton,2011,Angelfire,en-US,3.93,27704
5149,12070846,12070846,17038427,22,1451665601,Stephen King,2011,Mile 81,eng,3.62,14213
5150,446,446,1991577,66,312426232,Paul Auster,2005,The Brooklyn Follies,eng,3.81,15635
5151,277191,277191,1603405,53,689859392,"Holly Black, Tony DiTerlizzi",2004,The Ironwood Tree,eng,3.92,27293
5152,159582,159582,583534,94,689846231,Marjorie Kinnan Rawlings,1930,The Yearling,eng,3.99,21797
5153,13561164,13561164,19135892,30,373210639,Katie McGarry,2013,Dare You To,eng,4.18,32490
5154,6952423,6952423,7187129,39,446569895,"Ozzy Osbourne, Chris Ayres",2009,I Am Ozzy,en-US,4.05,16922
5155,11077,11077,713460,26,767915305,J. Maarten Troost,2003,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,eng,3.87,16954
5156,10445208,10445208,15349923,19,778313077,Maria V. Snyder,2011,Touch of Power,en-US,4.17,29747
5157,5158,5158,3166,26,375703063,Kaye Gibbons,1989,A Virtuous Woman ,eng,3.67,21311
5158,59819,59819,1961184,56,515128546,Nora Roberts,1999,Tears of the Moon,en-US,4.19,24613
5159,8968,8968,11863,66,316000973,Darren Shan,2002,"The Vampire Prince (Cirque Du Freak, #6)",,4.23,20877
5160,291356,291356,1534941,42,034537472X,David Eddings,1991,The Sapphire Rose ,eng,3.98,23232
5161,24452249,24452249,43082585,36,1476798176,Bill Clegg,2015,Did You Ever Have a Family,eng,3.81,17129
5162,33813,33813,1603282,59,751531219,Nelson DeMille,1990,The Gold Coast,,4.06,18616
5163,781844,781844,6253,64,684839385,Elisabeth Kübler-Ross,1969,On Death and Dying,eng,4.15,17937
5164,23346918,23346918,42742312,42,1780892888,"James Patterson, Maxine Paetro",2015,14th Deadly Sin,eng,3.99,12823
5165,827412,827412,1823891,60,60562498,Lisa Kleypas,2005,It Happened One Autumn,eng,4.15,30993
5166,2833172,2833172,2859278,65,399155163,Patricia Cornwell,2008,Scarpetta,en-US,3.72,21975
5167,21681,21681,1356228,60,055350584X,Dennis Lehane,1996,"Darkness, Take My Hand",eng,4.17,19019
5168,239103,239103,60677,35,786901640,R.A. Salvatore,1993,Siege of Darkness,en-US,4.15,17410
5169,9917945,9917945,13004668,11,1416983244,Ellen Hopkins,2011,,en-US,4.35,21089
5170,17201095,17201095,23676586,7,,Kristen Proby,2013,Play With Me,eng,4.33,32132
5171,268604,268604,1424636,54,425189031,J.D. Robb,2003,Portrait in Death,eng,4.37,24958
5172,17316075,17316075,23984106,29,,Monica  Murphy,2013,Second Chance Boyfriend,eng,4.06,30299
5173,184040,184040,1584085,14,1401202322,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,Y: The Last Man Vol. 4: Safeword,eng,4.25,22207
5174,18668066,18668066,26493730,52,399171088,Nora Roberts,2014,The Collector,eng,3.92,15888
5175,8088,8088,2321294,28,515138819,Robin McKinley,2003,Sunshine,en-US,3.85,27918
5176,64857,64857,2552496,52,312939027,Sue Grafton,1987,"""D"" is for Deadbeat ",eng,3.85,26075
5177,10846336,10846336,15760836,25,1608195228,Jesmyn Ward,2010,Salvage the Bones,eng,3.81,18505
5178,22611920,22611920,42102987,14,,Kristen Callihan,2014,The Hook Up,eng,4.04,27915
5179,14069,14069,2213322,54,345481291,Naomi Novik,2006,Throne of Jade,eng,3.89,23015
5180,2368,2368,54350,25,671447548,David McCullough,1981,Mornings on Horseback,en-US,4.1,18321
5181,79426,79426,76693,13,1401210090,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,Y: The Last Man Vol. 7: Paper Dolls,eng,4.25,22220
5182,92160,92160,3139753,48,345455681,Edward Rutherfurd,1997,London: The Novel,en-US,4.06,18902
5183,16116760,16116760,21934498,9,1480118516,Natasha Preston,2012,Silence,en-US,3.93,13042
5184,20309175,20309175,28143699,39,1250059305,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014,My True Love Gave to Me: Twelve Holiday Stories,eng,3.73,22480
5185,20509356,20662430,32464091,21,,Hugh Howey,2014,Sand Omnibus,eng,3.96,14612
5186,18616975,18616975,24775619,15,1612184715,Scott  Meyer,2013,Off to Be the Wizard,eng,3.98,12885
5187,659388,659388,645468,31,679753338,Richard Russo,1993,Nobody's Fool,eng,4.12,18392
5188,66370,66370,1657128,45,451076451,"Richard Bachman, Stephen King",1977,Rage,eng,3.8,21746
5189,28407,28407,941651,435,140447423,"Émile Zola, Roger Pearson",1885,Germinal,eng,4.09,19325
5190,13573795,13573795,19154849,6,,Abbi Glines,2012,Ceaseless,eng,4.2,27823
5191,11076177,11076177,15238056,62,224093614,Michael Ondaatje,2011,,eng,3.59,16631
5192,76740,76740,1247570,80,1857988221,Alfred Bester,1953,The Demolished Man,eng,3.99,20685
5193,9578590,9578590,14465478,17,1423121295,Melissa de la Cruz,2011,Lost In Time,eng,4.05,23154
5194,199786,199786,227520,49,60725125,Meg Cabot,2001,Ninth Key,eng,4.07,29922
5195,693172,693172,442715,48,425100650,Dean Koontz,1984,Twilight Eyes,,3.86,20694
5196,25644437,25644437,45462848,33,525954570,Lisa Gardner,2016,Find Her,eng,4.12,15957
5197,16122034,16122034,21943079,11,1939392748,"J. Lynn, Jennifer L. Armentrout",2013,Frigid,eng,3.79,32611
5198,16532,16532,205630,133,553383833,"Isabel Allende, Margaret Sayers Peden",1984,De amor y de sombra,eng,3.96,15919
5199,6202556,6202556,6383049,46,805088415,Jacqueline Kelly,2009,The Evolution of Calpurnia Tate,en-US,3.97,22291
5200,3678651,3678651,3722007,18,1423108760,Katie Alender,2009,Bad Girls Don't Die,eng,4.07,18862
5201,41707,41707,255727,74,425204030,Clive Cussler,1999,Atlantis Found,eng,3.96,19102
5202,4070095,4070095,4117200,12,307377326,David Mazzucchelli,2009,Asterios Polyp,eng,4.19,19635
5203,651260,651260,418831,37,345383273,David Eddings,1992,Domes of Fire,,3.98,22206
5204,138397,138397,133404,30,1582405301,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005,"The Walking Dead, Vol. 4: The Heart's Desire",eng,4.23,21488
5205,6277410,6277410,6460915,18,439846838,Kazu Kibuishi,2009,The Stonekeeper's Curse,eng,4.33,21461
5206,13066,13066,2257006,31,446695688,Carl Hiaasen,2000,Sick Puppy,eng,3.88,18248
5207,24818,24818,946589,28,836217357,Bill Watterson,1993,The Days Are Just Packed: A Calvin and Hobbes Collection,en-US,4.68,19143
